trajectory_source,subset,contrast,metric,et_measure,n_items,spearman_rho,spearman_p,pearson_r,pearson_p,spearman_p_fdr,spearman_fdr_sig
critical_position,RelativeClause,RC_Obj-RC_Subj,final_entropy,ffd,24,0.17304347826086955,0.4187403495722347,0.07968641437650306,0.7112844794725148,0.8731181757038086,False
critical_position,RelativeClause,RC_Obj-RC_Subj,final_sampler_entropy,ffd,24,0.07043478260869565,0.7436342012968032,0.040206375112996184,0.8520290155238812,0.980396660005651,False
critical_position,RelativeClause,RC_Obj-RC_Subj,final_sampler_p_target,ffd,24,-0.3643478260869565,0.080051467559328,-0.3404020916828862,0.1036030972818828,0.7005764798919666,False
critical_position,RelativeClause,RC_Obj-RC_Subj,cumulative_kl,ffd,24,0.20347826086956516,0.3402613966398863,0.28472735391136594,0.1774913132028264,0.855015817197663,False
critical_position,RelativeClause,RC_Obj-RC_Subj,sampler_cumulative_kl,ffd,24,0.16,0.455169720215426,0.19932919119383571,0.35040820947680984,0.910339440430852,False
critical_position,RelativeClause,RC_Obj-RC_Subj,steps_taken,gz,24,0.3167973349502821,0.13147974037115095,0.39211929325850986,0.05807439337917416,0.7724427881730861,False
critical_position,RelativeClause,RC_Obj-RC_Subj,final_surprisal,gz,24,0.7365217391304346,4.065277793032387e-05,0.7717070228580029,1.0057514832307356e-05,0.011951916711515216,True
critical_position,RelativeClause,RC_Obj-RC_Subj,final_entropy,gz,24,0.25217391304347825,0.2345275709216195,0.29796185894664406,0.15731952023853374,0.7747315264152373,False
critical_position,RelativeClause,RC_Obj-RC_Subj,final_sampler_entropy,gz,24,-0.09826086956521737,0.6478231237133647,-0.004958980068853008,0.9816525929395028,0.9629111443916741,False
critical_position,RelativeClause,RC_Obj-RC_Subj,final_sampler_p_target,gz,24,-0.5921739130434782,0.0022987394422586582,-0.5273582547970473,0.008093436063337355,0.0844786745030057,False
critical_position,RelativeClause,RC_Obj-RC_Subj,cumulative_kl,gz,24,0.4060869565217391,0.048953428980557864,0.5495865403005947,0.00540441507110148,0.5330484488994078,False
critical_position,RelativeClause,RC_Obj-RC_Subj,sampler_cumulative_kl,gz,24,0.37652173913043474,0.06975342004393108,0.5031282075738926,0.01220705564896836,0.6615324352553463,False
critical_position,RelativeClause,RC_Obj-RC_Subj,steps_taken,gp,24,0.2428199353052987,0.25292248567537806,0.2749648974830905,0.1934731777623483,0.791464061361749,False
critical_position,RelativeClause,RC_Obj-RC_Subj,final_surprisal,gp,24,0.6182608695652172,0.0012820186402465344,0.5438768168431654,0.006010660950050864,0.0844786745030057,False
critical_position,RelativeClause,RC_Obj-RC_Subj,final_entropy,gp,24,0.12,0.5764898720889464,0.11953313349538096,0.5779849511359535,0.9454581837031366,False
critical_position,RelativeClause,RC_Obj-RC_Subj,final_sampler_entropy,gp,24,-0.25478260869565217,0.22955896419421634,-0.24603610094048878,0.24649541362335314,0.7724427881730861,False
critical_position,RelativeClause,RC_Obj-RC_Subj,final_sampler_p_target,gp,24,-0.3947826086956522,0.05624113516523863,-0.25377906726507843,0.2314620318935763,0.5905319192350057,False
critical_position,RelativeClause,RC_Obj-RC_Subj,cumulative_kl,gp,24,0.33999999999999997,0.10403796669819437,0.5860913555923265,0.0026157675553064616,0.7460283465675401,False
critical_position,RelativeClause,RC_Obj-RC_Subj,sampler_cumulative_kl,gp,24,0.29130434782608694,0.16725434336435271,0.5100099319418918,0.010894282897823977,0.7724427881730861,False
critical_position,RelativeClause,RC_Obj-RC_Subj,steps_taken,tt,24,0.30635346676510805,0.14539901580301073,0.3306884245858631,0.11448965773373619,0.7724427881730861,False
critical_position,RelativeClause,RC_Obj-RC_Subj,final_surprisal,tt,24,0.6808695652173912,0.0002501749680520709,0.7249101708738674,6.15228465694959e-05,0.03677572030365442,True
critical_position,RelativeClause,RC_Obj-RC_Subj,final_entropy,tt,24,0.22347826086956518,0.2938468714348546,0.23404701497732563,0.2710012987205473,0.8219523991034429,False
critical_position,RelativeClause,RC_Obj-RC_Subj,final_sampler_entropy,tt,24,-0.05739130434782608,0.7899551413098405,-0.025729279110833447,0.9050078167602833,0.9832494710692453,False
critical_position,RelativeClause,RC_Obj-RC_Subj,final_sampler_p_target,tt,24,-0.5260869565217391,0.008275921894264552,-0.4524871778701684,0.026409732089619,0.22119282153761619,False
critical_position,RelativeClause,RC_Obj-RC_Subj,cumulative_kl,tt,24,0.5199999999999999,0.009197719807264302,0.4909000042568906,0.014860133166403177,0.2253441352779754,False
critical_position,RelativeClause,RC_Obj-RC_Subj,sampler_cumulative_kl,tt,24,0.48869565217391303,0.015385189767333836,0.4921383206874185,0.014571672027121346,0.3230889851140106,False
critical_position,RelativeClause,RC_Obj-RC_Subj,steps_taken,regin,24,0.16800874092170556,0.4326088227935744,0.19503708521678084,0.3610903245592051,0.877151682078006,False
critical_position,RelativeClause,RC_Obj-RC_Subj,final_surprisal,regin,24,0.26918896048402524,0.20337772682093994,0.2829828309978959,0.1802778479536836,0.7724427881730861,False
critical_position,RelativeClause,RC_Obj-RC_Subj,final_entropy,regin,24,0.17916938888435927,0.402199415908327,0.22797200239516394,0.28399069883802136,0.8731181757038086,False
critical_position,RelativeClause,RC_Obj-RC_Subj,final_sampler_entropy,regin,24,0.13263753303332423,0.5366808123730071,0.1660872507779204,0.43796607849355007,0.9399802159645294,False
critical_position,RelativeClause,RC_Obj-RC_Subj,final_sampler_p_target,regin,24,-0.350510988933965,0.09310613194159674,-0.17335610752298236,0.41788730232504956,0.7373556066060333,False
critical_position,RelativeClause,RC_Obj-RC_Subj,cumulative_kl,regin,24,0.15699065385255753,0.4638034103662835,0.052964563900846834,0.8058425310695123,0.9151557224677003,False
critical_position,RelativeClause,RC_Obj-RC_Subj,sampler_cumulative_kl,regin,24,0.14307458481299565,0.5048065116624989,0.12311085883103534,0.5665713562476752,0.9399802159645294,False
critical_position,RelativeClause,RC_Obj-RC_Subj,steps_taken,regout,24,0.023498703416641807,0.913211353959261,0.014042828181581535,0.9480737338287941,0.9943856965334175,False
critical_position,RelativeClause,RC_Obj-RC_Subj,final_surprisal,regout,24,-0.01652173913043478,0.9389228669455103,-0.0668897214877587,0.7561458409745831,1.0,False
critical_position,RelativeClause,RC_Obj-RC_Subj,final_entropy,regout,24,0.04521739130434782,0.8338234219848106,0.06998875009220365,0.7452050055245943,0.9891671285147632,False
critical_position,RelativeClause,RC_Obj-RC_Subj,final_sampler_entropy,regout,24,0.16869565217391302,0.43070226172098125,0.17902993845291484,0.4025718481600574,0.877151682078006,False
critical_position,RelativeClause,RC_Obj-RC_Subj,final_sampler_p_target,regout,24,0.17478260869565218,0.41400702240858334,0.06619484900843287,0.7586053598656092,0.8731181757038086,False
